id,state,Cat0,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
1713,OK,1,1,1,0,0,0,0,0,87,415,0,0,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,0
1541,OR,1,1,0,1,0,0,0,0,95,415,0,0,0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62,2,0
2177,ND,0,0,0,1,0,0,1,0,104,415,0,0,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,0
3943,RI,1,1,0,0,0,1,0,0,79,415,0,1,30,148,96,25.16,149.6,128,12.72,220.3,99,9.91,9.7,5,2.62,3,0
98,NJ,0,0,0,0,1,0,1,0,64,510,0,0,0,162.6,83,27.64,152.3,109,12.95,200.45,122,9.02,14.2,3,3.83,1,0
1836,WI,0,0,1,1,0,1,0,0,143,510,0,0,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0
3129,ND,0,0,0,1,0,0,1,0,58,408,0,0,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15,9,4.05,3,0
569,ND,0,0,0,1,0,0,1,0,123,408,0,0,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,0
534,IL,1,0,0,0,0,0,0,1,83,415,0,0,0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,4,2.97,0,0
1596,WA,0,0,1,1,1,0,0,0,117,408,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,0
2683,MI,0,0,1,0,1,0,0,0,52,415,0,0,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1,0
3173,OH,0,0,0,0,0,0,1,1,69,415,0,0,0,209.6,94,35.63,193.1,106,16.41,239.9,90,10.8,12.4,4,3.35,0,0
345,AZ,0,0,0,1,0,0,0,0,117,408,0,0,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,0
2008,ND,0,0,0,1,0,0,1,0,101,415,0,0,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,10.3,0,2.78,3,0
2604,TX,0,1,1,0,1,0,0,0,51,415,0,0,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10,3,2.7,2,0
2527,IN,0,1,1,0,0,0,0,0,7,415,0,0,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11,5,2.97,3,0
2170,AR,0,0,1,0,0,0,0,0,87,408,0,0,0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1,0
52,NC,0,0,0,1,0,1,0,0,38,408,0,0,0,131.2,98,22.3,162.9,97,13.85,159,106,7.15,8.2,6,2.21,2,0
3996,MN,0,0,1,0,0,1,0,0,59,415,0,0,0,231.4,93,39.34,168,92,14.28,257.2,124,11.57,11.4,5,3.08,2,0
921,HI,1,0,0,0,1,0,0,0,157,415,0,0,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,10.3,4,2.78,3,0
2272,ME,0,0,1,1,0,0,0,0,25,510,0,0,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,0
1544,CT,0,0,0,0,0,0,1,0,50,408,0,0,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,0
1299,DC,0,0,0,0,0,0,0,1,81,510,1,0,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,0
3841,WV,0,0,1,1,0,0,1,0,105,510,0,0,0,101.5,83,17.26,193.8,83,16.47,214.3,113,9.64,11.7,4,3.16,3,0
720,WI,0,0,1,1,0,1,0,0,129,415,0,1,37,205,94,34.85,165.4,103,14.06,185,81,8.32,11.7,8,3.16,1,0
3426,MI,0,0,1,0,1,0,0,0,108,510,1,0,0,86.1,97,14.64,227.9,101,19.37,225.8,102,10.16,9.1,3,2.46,3,0
4074,MN,0,0,1,0,0,1,0,0,136,415,0,0,0,221.4,120,37.64,249.5,78,21.21,192,68,8.64,13.6,2,3.67,0,0
2375,KS,0,1,0,1,0,0,0,0,166,415,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0
3447,RI,1,1,0,0,0,1,0,0,132,415,1,1,18,130.7,86,22.22,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,0
353,MA,0,1,0,0,0,0,1,0,129,510,1,0,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,0
145,MN,0,0,1,0,0,1,0,0,62,415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0
3554,DC,0,0,0,0,0,0,0,1,151,415,0,1,27,154.4,141,26.25,210.6,109,17.9,167.9,109,7.56,7.8,3,2.11,3,0
2266,SC,1,1,0,0,0,0,1,0,152,408,0,0,0,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57,2,0
2846,HI,1,0,0,0,1,0,0,0,158,510,0,0,0,193.3,121,32.86,208.1,97,17.69,228.1,99,10.26,7.1,9,1.92,1,0
221,RI,1,1,0,0,0,1,0,0,114,510,0,1,28,225.8,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0
1628,GA,1,0,0,1,0,0,0,0,71,415,0,0,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0
2486,DC,0,0,0,0,0,0,0,1,136,510,0,0,0,204.5,63,34.77,208.8,95,17.75,224,119,10.08,9.8,2,2.65,0,0
1608,VT,0,1,1,0,0,0,0,1,113,510,0,0,0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,0
2140,MA,0,1,0,0,0,0,1,0,127,510,0,1,19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2,0
1457,HI,1,0,0,0,1,0,0,0,97,415,0,1,0,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,0
3633,AR,0,0,1,0,0,0,0,0,88,415,0,0,0,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21,0,0
4182,HI,1,0,0,0,1,0,0,0,155,408,0,0,0,214.2,121,36.41,199.5,68,16.96,216.8,132,9.76,11.7,10,3.16,3,0
2389,IL,1,0,0,0,0,0,0,1,74,510,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0
542,CT,0,0,0,0,0,0,1,0,105,408,0,0,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,0
186,IN,0,1,1,0,0,0,0,0,65,415,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,10.3,4,2.78,1,0
1480,OH,0,0,0,0,0,0,1,1,134,408,0,0,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,0
3942,IL,1,0,0,0,0,0,0,1,74,408,0,0,0,141.9,103,24.12,201,110,17.09,211.2,117,9.5,10.9,4,2.94,1,0
4224,FL,1,0,1,0,0,0,0,0,131,408,0,0,0,43.3,118,7.36,178.5,113,15.17,185.9,120,8.37,10.6,4,2.86,0,0
2149,TN,0,1,1,1,0,0,0,0,95,510,0,0,0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0
624,KY,0,1,0,0,1,0,0,0,155,510,0,0,0,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,0
117,DE,1,1,0,0,0,0,0,0,110,510,0,0,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0
483,ME,0,0,1,1,0,0,0,0,165,408,0,0,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,0
2856,IA,1,0,0,0,0,1,0,0,92,415,0,0,0,138.1,131,23.48,175.7,128,14.93,192.7,119,8.67,10,3,2.7,3,0
11,IA,1,0,0,0,0,1,0,0,168,408,0,0,0,128.8,96,21.9,104.9,71,8.92,141.1,128,6.35,11.2,2,3.02,1,0
2935,DE,1,1,0,0,0,0,0,0,79,415,0,0,0,66.7,124,11.34,204,91,17.34,254.7,110,11.46,15.1,2,4.08,1,0
827,NV,0,0,0,0,0,1,1,0,77,415,0,0,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0
2763,IL,1,0,0,0,0,0,0,1,57,415,0,1,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,0
3539,CO,0,0,0,0,0,1,0,0,82,408,0,0,0,121.6,81,20.67,191.3,109,16.26,231.4,81,10.41,8.6,5,2.32,3,0
3506,WA,0,0,1,1,1,0,0,0,45,415,0,0,0,135,116,22.95,159,108,13.52,170.3,130,7.66,11.1,4,3,1,0
110,CA,0,0,0,0,1,0,0,0,75,408,0,0,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0
2043,WV,0,0,1,1,0,0,1,0,21,415,0,0,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13,7,3.51,2,0
3948,SC,1,1,0,0,0,0,1,0,98,415,0,0,0,147,101,24.99,202.5,89,17.21,250.8,97,11.29,9.2,3,2.48,1,0
707,AL,0,1,0,0,0,0,0,0,102,408,0,0,0,224.7,81,38.2,129.4,112,11,167.6,109,7.54,15.8,6,4.27,1,0
3493,OR,1,1,0,1,0,0,0,0,136,415,0,1,23,235.6,65,40.05,177.7,81,15.1,138.7,105,6.24,11.3,5,3.05,1,0
2428,FL,1,0,1,0,0,0,0,0,153,415,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0
3169,PA,1,1,0,0,1,0,0,0,147,415,0,0,0,188.3,80,32.01,214.7,123,18.25,218,89,9.81,10.2,4,2.75,2,0
479,CT,0,0,0,0,0,0,1,0,72,408,0,1,21,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46,1,0
752,DC,0,0,0,0,0,0,0,1,108,408,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0
3115,SC,1,1,0,0,0,0,1,0,92,510,0,0,0,183.7,103,31.23,270.6,97,23,132.9,104,5.98,11.2,2,3.02,0,0
4045,SC,1,1,0,0,0,0,1,0,103,415,0,1,30,254.1,75,43.2,200.4,116,17.03,185.9,109,8.37,6.6,2,1.78,2,0
979,DE,1,1,0,0,0,0,0,0,89,510,1,0,0,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0
1362,CT,0,0,0,0,0,0,1,0,74,408,0,0,0,157.1,95,26.71,213.1,100,18.11,280.4,77,12.62,7.6,3,2.05,2,0
554,GA,1,0,0,1,0,0,0,0,112,415,0,1,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,0
2344,NV,0,0,0,0,0,1,1,0,121,408,0,1,0,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,0
4178,OR,1,1,0,1,0,0,0,0,1,415,0,0,0,195,81,33.15,266.2,123,22.63,213.9,132,9.63,11.1,6,3,0,0
2107,WV,0,0,1,1,0,0,1,0,84,408,0,0,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0
3646,MA,0,1,0,0,0,0,1,0,65,408,0,0,0,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78,2,0
4166,UT,0,1,1,0,0,1,0,0,51,408,0,1,0,212.9,80,36.19,236.1,57,20.07,187.6,99,8.44,8.8,4,2.38,2,0
2345,WI,0,0,1,1,0,1,0,0,137,510,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0
3756,MS,0,0,1,0,0,0,0,1,65,510,0,0,0,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4,3,0
1559,NH,0,0,0,0,1,1,0,0,120,510,0,1,0,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0
2066,MA,0,1,0,0,0,0,1,0,101,415,0,1,21,238,88,40.46,209.6,84,17.82,233,95,10.49,10,5,2.7,2,0
7,LA,0,1,0,0,0,1,0,0,117,408,0,0,0,184.5,97,31.37,200.7,80,17.06,215.8,90,9.71,8.7,4,2.35,1,0
3020,AR,0,0,1,0,0,0,0,0,81,415,0,1,17,268.1,94,45.58,156.1,124,13.27,160.4,90,7.22,13.6,5,3.67,2,0
1987,MD,0,1,0,0,0,0,0,1,139,415,0,0,0,181.6,119,30.87,200.7,118,17.06,149.8,64,6.74,8.3,6,2.24,4,0
1687,MT,0,0,0,1,1,0,0,0,124,415,0,1,30,144.5,100,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,0
2068,SD,1,1,0,0,0,0,0,1,183,415,0,1,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,0
2155,CO,0,0,0,0,0,1,0,0,81,408,0,0,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,10.3,2,2.78,1,0
983,CA,0,0,0,0,1,0,0,0,72,408,0,1,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0
4065,ND,0,0,0,1,0,0,1,0,55,415,0,0,0,180.1,77,30.62,235.5,98,20.02,169.4,104,7.62,11.1,2,3,0,0
2724,OK,1,1,1,0,0,0,0,0,149,510,1,0,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,0
3440,MD,0,1,0,0,0,0,0,1,104,415,0,0,0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,0
1924,NC,0,0,0,1,0,1,0,0,100,415,0,1,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,0
3098,HI,1,0,0,0,1,0,0,0,141,510,0,0,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3,3,0
25,HI,1,0,0,0,1,0,0,0,49,510,0,0,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3,1,0
3232,ID,1,0,0,0,0,0,1,0,7,408,0,0,0,98.5,85,16.75,200.3,80,17.03,252.3,68,11.35,12,7,3.24,2,0
1054,ME,0,0,1,1,0,0,0,0,116,510,0,0,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,0
2817,MS,0,0,1,0,0,0,0,1,103,510,0,1,29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,0
3057,WV,0,0,1,1,0,0,1,0,78,510,0,1,26,189,98,32.13,191.7,67,16.29,217,68,9.76,11.3,3,3.05,0,0
3936,MI,0,0,1,0,1,0,0,0,96,415,0,0,0,166.5,101,28.31,78.3,108,6.66,221.9,112,9.99,11.5,10,3.11,3,0
925,KS,0,1,0,1,0,0,0,0,52,415,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0
3797,OH,0,0,0,0,0,0,1,1,135,510,0,0,0,112.7,123,19.16,280,90,23.8,251.9,110,11.34,10.4,2,2.81,0,0
1158,UT,0,1,1,0,0,1,0,0,162,408,0,0,0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,0
259,TX,0,1,1,0,1,0,0,0,110,415,0,1,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0
3697,IA,1,0,0,0,0,1,0,0,52,510,0,1,24,229.1,86,38.95,168.7,124,14.34,245.4,75,11.04,14.6,2,3.94,1,0
909,MT,0,0,0,1,1,0,0,0,60,408,0,0,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,0
445,UT,0,1,1,0,0,1,0,0,190,415,0,1,22,166.5,93,28.31,183,92,15.56,121,102,5.44,8.5,3,2.3,0,0
487,NH,0,0,0,0,1,1,0,0,114,415,0,0,0,169.6,85,28.83,58.9,86,17.06,179.3,124,8.07,7.4,8,2,1,0
2965,ME,0,0,1,1,0,0,0,0,29,415,0,1,38,149.4,93,25.4,189.8,96,16.13,127.4,71,5.73,6,3,1.62,1,0
4082,NE,0,0,0,1,0,0,0,1,86,408,0,0,0,113.1,77,19.23,294.4,126,25.02,101.4,94,4.56,13.4,3,3.62,1,0
1543,AR,0,0,1,0,0,0,0,0,89,415,0,1,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,0
193,NV,0,0,0,0,0,1,1,0,53,415,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0
3615,SC,1,1,0,0,0,0,1,0,100,408,0,1,0,306.9,71,52.17,243.3,72,20.68,125.9,114,5.67,10.5,4,2.84,2,0
3729,PA,1,1,0,0,1,0,0,0,86,510,0,0,0,212.8,79,36.18,90.9,145,7.73,152.3,67,6.85,11.9,3,3.21,2,0
3132,MS,0,0,1,0,0,0,0,1,132,510,0,0,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3,0
2780,IN,0,1,1,0,0,0,0,0,65,408,0,0,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8,5,2.16,1,0
1473,WY,0,0,1,1,0,0,0,1,100,415,0,0,0,182.7,142,31.06,246.5,63,20.95,218,103,9.81,8.8,2,2.38,1,0
2053,NJ,0,0,0,0,1,0,1,0,59,510,0,0,0,195,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4,0,0
1373,OH,0,0,0,0,0,0,1,1,29,408,0,0,0,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0
1255,MT,0,0,0,1,1,0,0,0,138,415,0,0,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,0
1646,NV,0,0,0,0,0,1,1,0,125,510,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0
2936,CT,0,0,0,0,0,0,1,0,133,408,0,0,0,240.8,72,40.94,202.7,62,17.23,212.9,76,9.58,7.7,5,2.08,1,0
3975,IA,1,0,0,0,0,1,0,0,200,415,1,1,29,92.2,95,15.67,200,101,17,119.1,99,5.36,5.7,1,1.54,1,1
2259,NM,0,0,0,0,1,0,0,1,188,415,1,1,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1
3138,FL,1,0,1,0,0,0,0,0,185,510,0,1,24,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32,5,1
3255,MO,0,0,1,0,0,0,1,0,178,408,0,1,32,148.7,95,25.28,198.6,55,16.88,187,113,8.41,10.4,7,2.81,6,1
3406,TN,0,1,1,1,0,0,0,0,175,408,1,1,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5,1
1612,WA,0,0,1,1,1,0,0,0,174,408,0,1,33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4,1
2791,KS,0,1,0,1,0,0,0,0,170,415,0,1,0,199.5,119,33.92,135,90,11.48,184.6,49,8.31,10.9,3,2.94,4,1
3093,WV,0,0,1,1,0,0,1,0,166,408,0,1,0,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11,5,2.97,5,1
3002,ME,0,0,1,1,0,0,0,0,163,415,0,1,30,195.2,123,33.18,126.4,115,10.74,221,90,9.95,9,5,2.43,5,1
1563,NC,0,0,0,1,0,1,0,0,162,408,0,1,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1
3305,KY,0,1,0,0,1,0,0,0,155,510,1,1,38,234.6,84,39.88,214.9,119,18.27,196.7,69,8.85,8,2,2.16,1,1
2517,MT,0,0,0,1,1,0,0,0,147,415,0,1,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1
230,SD,1,1,0,0,0,0,0,1,144,408,0,1,0,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1
2047,TX,0,1,1,0,1,0,0,0,139,510,1,1,31,203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,1,1
2160,OR,1,1,0,1,0,0,0,0,138,415,1,1,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,1
927,NJ,0,0,0,0,1,0,1,0,135,510,0,1,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
1231,UT,0,1,1,0,0,1,0,0,133,408,0,1,0,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1
388,FL,1,0,1,0,0,0,0,0,132,510,0,1,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,1
164,ME,0,0,1,1,0,0,0,0,131,510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1
2280,MN,0,0,1,0,0,1,0,0,125,415,1,1,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,1
811,NM,0,0,0,0,1,0,0,1,122,408,0,1,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1
47,CO,0,0,0,0,0,1,0,0,121,408,0,1,30,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,1
1001,NM,0,0,0,0,1,0,0,1,119,415,1,1,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1
422,MS,0,0,1,0,0,0,0,1,118,415,0,1,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,1
4204,NH,0,0,0,0,1,1,0,0,114,510,1,1,28,136.4,93,23.19,170,90,14.45,191.5,73,8.62,14.6,4,3.94,2,1
1674,KY,0,1,0,0,1,0,0,0,113,408,0,1,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,1
830,KS,0,1,0,1,0,0,0,0,110,415,1,1,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1
748,LA,0,1,0,0,0,1,0,0,109,415,0,1,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1
2930,DE,1,1,0,0,0,0,0,0,109,415,1,1,36,244.2,147,41.51,199.7,65,16.97,144.4,109,6.5,15.4,3,4.16,2,1
3218,NV,0,0,0,0,0,1,1,0,109,408,0,1,39,270,58,45.9,235.5,108,20.02,194.3,57,8.74,7.8,6,2.11,1,1
1639,MD,0,1,0,0,0,0,0,1,108,415,1,1,0,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1
1044,TN,0,1,1,1,0,0,0,0,108,510,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1
2031,MI,0,0,1,0,1,0,0,0,108,408,0,1,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,1
954,WY,0,0,1,1,0,0,0,1,106,415,1,1,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,1
507,NV,0,0,0,0,0,1,1,0,105,415,1,1,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1
1595,OK,1,1,1,0,0,0,0,0,105,510,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1
1293,CA,0,0,0,0,1,0,0,0,103,415,0,1,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1
2557,MT,0,0,0,1,1,0,0,0,103,510,0,1,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,1
603,UT,0,1,1,0,0,1,0,0,103,510,0,1,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1
3848,OR,1,1,0,1,0,0,0,0,100,415,0,1,31,67.7,67,11.51,147.1,116,12.5,288.3,103,12.97,12.3,2,3.32,6,1
455,VT,0,1,1,0,0,0,0,1,95,510,1,1,0,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,1
519,NJ,0,0,0,0,1,0,1,0,95,408,1,1,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,1
3733,OH,0,0,0,0,0,0,1,1,95,510,0,1,24,129.4,120,22,159.8,68,13.58,214.4,83,9.65,12.6,4,3.4,4,1
820,GA,1,0,0,1,0,0,0,0,93,408,0,1,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1
1611,NJ,0,0,0,0,1,0,1,0,93,510,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,1
2045,ID,1,0,0,0,0,0,1,0,92,415,0,1,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1
4058,MT,0,0,0,1,1,0,0,0,84,415,0,1,25,113.9,90,19.36,257,99,21.85,214.5,98,9.65,12.9,8,3.48,4,1
790,NV,0,0,0,0,0,1,1,0,81,415,0,1,28,167.9,147,28.54,190.7,105,16.21,193,103,8.69,9.2,6,2.48,4,1
3446,NJ,0,0,0,0,1,0,1,0,77,408,1,1,34,209.9,79,35.68,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2,1
1557,SC,1,1,0,0,0,0,1,0,77,510,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,1
3899,SD,1,1,0,0,0,0,0,1,72,415,0,1,38,84.3,116,14.33,267.2,127,22.71,167.7,75,7.55,8.3,6,2.24,4,1
663,NV,0,0,0,0,0,1,1,0,69,510,1,1,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1
1996,IL,1,0,0,0,0,0,0,1,68,415,1,1,29,195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,1,1
107,MS,0,0,1,0,0,0,0,1,61,510,0,1,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1
2327,PA,1,1,0,0,1,0,0,0,61,408,0,1,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1
427,AL,0,1,0,0,0,0,0,0,60,408,1,1,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,4,3.78,0,1
3063,AR,0,0,1,0,0,0,0,0,49,408,1,1,32,176.9,118,30.07,227,121,19.3,204.4,115,9.2,15.1,3,4.08,3,1
809,NJ,0,0,0,0,1,0,1,0,48,510,0,1,22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2,1
97,ME,0,0,1,1,0,0,0,0,36,510,1,1,0,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,10.3,6,2.78,0,1
3534,AK,1,0,0,0,0,0,0,0,36,415,1,1,19,171.9,96,29.22,198.4,111,16.86,321.7,76,14.48,10.5,1,2.84,1,1
2863,OR,1,1,0,1,0,0,0,0,194,415,0,0,0,258.3,76,43.91,306,88,26.01,241.8,106,10.88,13.6,4,3.67,1,1
1123,ID,1,0,0,0,0,0,1,0,193,415,0,0,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,1
